ticker;date;ALTMAN_Z_SCORE;BB_1YR_DEFAULT_PROB;BEST_ANALYST_RATING;BEST_DPS;BEST_EV;BEST_NET_INCOME;BOOK_VAL_PER_SH;BS_ACCOUNTS_PAYABLE_AND_ACCRUALS;BS_CUR_ASSET_REPORT;BS_CUR_LIAB;BS_INVENTORIES;BS_LT_BORROW;BS_NET_FIX_ASSET;BS_SH_OUT;BS_ST_BORROW;BS_TOT_ASSET;CAPITAL_EXPEND;CASH_AND_MARKETABLE_SECURITIES;CASH_TO_TOT_ASSET;CF_CASH_FROM_OPER;CF_FREE_CASH_FLOW;CUR_MKT_CAP;CUR_RATIO;EARN_FOR_COMMON;EARN_YLD_HIST;EBIT;EBITDA;EBITDA_TO_NET_INTEREST;EQY_DPS;FCF_TO_TOTAL_DEBT;IS_EPS;IS_INTEREST_EXPENSE;IS_INT_EXPENSE;IS_OPER_INC;IS_OPER_INC_1;LT_DEBT_TO_TOT_ASSET;NET_DEBT;NET_INCOME;OTHER_CURRENT_LIABS_DETAILED;SALES_REV_TURN;SALES_TO_TOT_ASSET;ST_CAPITAL_LEASE_OBLIGATIONS;TOTAL_EQUITY;TOT_COMMON_EQY;TOT_DEBT_TO_EBITDA;TOT_DEBT_TO_TOT_ASSET;TRAIL_12M_NET_INC;TRAIL_12M_NET_SALES;px_last;WACC;WORKING_CAPITAL;RTG_SP_LT_LC_ISSUER_CREDIT;RTG_SP_OUTLOOK
DTE GR Equity;31/12/2013;0.7249;5.53E-05;3.308;;;;5.3707;7567;21963;22496;1062;43708;37427;4446.1751;7757;118148;-1569;9944;6.7458;4238;2669;55327.4109;0.9763;-752;1.6895;-183;4099;7.2293;0.5;0.1253;-0.18;613;613;-183;-183;36.9943;41521;-752;4831;15665;0.1326;162;32063;23879;3.2503;43.5598;930;60132;12.43;4.6255;-533;BBB+;
DTE GR Equity;31/03/2014;0.8152;0.000157343;3.333;;;;5.6127;6991;22270;23490;1139;39482;37255;4451;8891;117343;-1375;10401;6.5671;2962;1587;52345.8214;0.9481;1817;4.1667;3142;5638;9.4439;;0.1378;0.41;672;672;3142;3142;33.6467;37972;1817;7608;14894;0.1269;162;32766;24982;2.7812;41.2236;2183;61241;11.76;4.8825;-1220;BBB+;
DTE GR Equity;30/06/2014;0.7396;7.41E-05;3.237;;;;5.3933;7731;18402;25691;1231;37917;37705;4536;10767;118028;-1726;7188;3.7135;2498;772;58009.9568;0.7163;972;4.1439;1776;3467;6.0087;;0.1398;0.16;653;653;1776;1776;32.1254;41496;972;7193;15114;0.1281;166;32501;24464;2.7549;41.2478;2625;61198;12.79;5.2986;-7289;BBB+;
DTE GR Equity;30/09/2014;0.6897;0.00016018;3.462;0.61;92039.822;4964;5.6393;8254;22121;26860;1275;41661;38746;4536;10961;125009;-1916;9958;5.7996;3570;1654;54358.8219;0.8236;506;4.1719;1358;4007;6.5689;;0.127;0.11;668;668;1358;1358;33.3264;42664;506;7645;15648;0.1252;167;33977;25580;3.0575;42.0946;2543;61321;11.985;4.5874;-4739;BBB+;
DTE GR Equity;31/12/2014;0.8452;0.00017783;3.649;0.65;98777.32;5548;5.6344;9957;29798;28198;1503;44669;39616;4514.5712;10152;129360;-2169;9156;5.8156;5590.999;3421.999;60096.3196;1.0567;-110;4.9503;971;5675.999;10.2086;;0.1356;-0.0241;672;672;971;971;34.5308;45665;-110;5202;17002;0.1314;180;34066;25437;2.9179;42.3786;3185;62658;13.25;5.4703;1600;BBB+;
DTE GR Equity;31/03/2015;0.8593;0.000100985;3.588;0.8;117802.235;6065;6.1116;9820;28549;28357;1841;46446;41221;4536;10116;137461;-1989;7802;3.7101;3308;1319;77490.2355;1.0068;787;2.4344;1466;4160;6.9333;;0.1267;0.17;665;665;1466;1466;33.7885;48760;787;7487;16842;0.1225;187;36996;27722;3.2676;41.1477;2155;64606;17.085;4.5693;192;BBB+;
DTE GR Equity;30/06/2015;0.7772;0.000307167;3.914;0.8;114539.104;5573;5.995;9460;27325;32603;1690;42341;41027;4607;15152;134978;-1936;6803;3.4776;3871;1935;71403.1038;0.8381;712;2.6833;1806;4534;7.8579;;0.1449;0.16;633;633;1806;1806;31.3688;50690;712;7901;17428;0.1291;223;35961;27619;3.1285;42.5943;1895;66920;15.5;5.4789;-5278;BBB+;
DTE GR Equity;30/09/2015;0.849;0.000618294;4.028;0.8;117405.692;5520.5;6.0936;10076;27747;31734;1775;42633;42173;4607;13685;135229;-2054;6896;3.3351;3946;1892;72918.6922;0.8744;809;3.0698;1785;4581;7.9119;;0.1521;0.18;622;622;1785;1785;31.5265;49422;809;7928;17099;0.1264;259;36508;28073;2.9718;41.6464;2198;68371;15.829;6.3766;-3987;BBB+;
DTE GR Equity;31/12/2015;0.9055;0.000555371;3.972;0.8;130694.019;5520.5;6.3821;11287;32184;33548;1847;47191;44637;4606.6519;14255;143920;-2188;9702;4.7922;3872;1684;76885.0195;0.9593;946;4.3006;1971;5113;8.4234;;0.1112;0.2078;745;745;1971;1971;32.7897;51744;946;4775;17859;0.1241;311;38150;29400;3.3416;42.6946;3254;69228;16.69;5.788;-1364;BBB+;
DTE GR Equity;31/03/2016;0.9821;0.000872842;4.026;0.8;124659.306;6382.667;6.427;10127;25453;32211;1998;47652;44442;4607;13688;143605;-2189;12161;5.1057;3496;1307;72706.7862;0.7902;3125;7.7791;4525;7667;12.1122;;0.1112;0.68;695;695;4525;4525;33.1827;49179;3125;8208;17630;0.1228;333;38444;29609;2.8016;42.7144;5592;70016;15.783;5.4823;-6758;BBB+;
DTE GR Equity;30/06/2016;0.9504;0.000680747;3.892;0.8;;6863;5.985;9645;24518;30286;1890;49669;44901;4677;12290;143466;-1879;11379;5.0235;3931;2052;71724.9669;0.8095;621;7.8102;1546;4697;7.204;;0.1119;0.13;700;700;1546;1546;34.6207;50580;621;7791;17817;0.1242;381;36968;27992;2.8089;43.1872;5501;70405;15.336;5.3212;-5768;BBB+;
DTE GR Equity;30/09/2016;1.0428;0.000328799;3.838;0.83;117353.222;7093.333;6.0802;9140;23891;26010;1599;52593;45148;4677;8675;143117;-2023;11721;5.2593;4557;2534;69709.2222;0.9185;1053;8.3715;2156;5334;8.257;;0.1237;0.23;699;699;2156;2156;36.7483;49547;1053;7627;18105;0.1265;451;37621;28437;2.6859;42.8097;5745;71411;14.905;4.8532;-2119;BBB+;
DTE GR Equity;30/12/2016;0.9315;9.41E-05;4;0.89;118789.73;6543;;;;;;;;;;;;;;;;76490.7298;;;3.5463;;;;;;;;;;;;;;;;;;;;;;;;16.355;;;BBB+;
DTE GR Equity;31/12/2016;;;;;;;6.2928;11755;26638;33126;1629;49772;46758;4656.902;13144;148485;-1946;12866;5.2174;3549;1603;;0.8041;-2124;;937;4846;8.6381;;0.1191;-0.46;621;621;937;937;33.5199;50050;-2124;4468;19543;0.1316;585;38845;29305;2.7908;42.372;2675;73095;;4.741;-6488;;
DTE GR Equity;31/03/2017;0.9165;4.74E-05;3.765;0.8;129310.398;6615;6.4834;9221;27663;32375;1646;49957;46788;4657;13489;148624;-2548;14449;6.4202;4355;1807;76719.898;0.8545;747;0.3658;2771;5962;9.3448;;0.126;0.16;713;713;2771;2771;33.613;48997;747;8283;18646;0.1255;617;39818;30193;3.0446;42.6889;297;74111;16.404;4.7701;-4712;BBB+;
DTE GR Equity;30/06/2017;0.9711;1.90E-05;3.719;0.879;127378.515;6386.833;6.2411;9093;17808;27200;1729;50141;46203;4671.4586;9426;141490;-2256;4557;1.7252;4202;1946;75288.1817;0.6547;874;0.7589;2830;5986;11.7143;;0.1325;0.19;605;605;2830;2830;35.4378;55010;874;7756;18890;0.1335;664;38594;29155;2.6919;42.0998;550;75184;15.812;5.0945;-9392;BBB+;
DTE GR Equity;29/09/2017;1.0609;1.31E-05;3.939;0.828;130257.857;6032.333;;;;;;;;;;;;;;;;74945.3567;;;0.7655;;;;;;;;;;;;;;;;;;;;;;;;15.74;;;BBB+;
DTE GR Equity;30/09/2017;;;;;;;6.2223;8857;18344;25937;1520;48768;46081;4692;8337;139841;-2338;5302;2.0452;4810;2472;;0.7073;507;;3098;7318;13.5268;;0.1371;0.11;614;614;3098;3098;34.8739;51803;507;7831;18251;0.1305;689;39054;29195;2.3683;40.8357;4;75330;;4.9328;-7593;;
DTE GR Equity;29/12/2017;1.041;1.16E-05;4.031;0.783;133449.78;6091.5;;;;;;;;;;;;;;;;70445.7799;;;4.9886;;;;;;;;;;;;;;;;;;;;;;;;14.795;;;BBB+;
DTE GR Equity;31/12/2017;;;;;;;6.4806;12329;20392;27366;1985;48320;46878;4742.459;8263;141334;-2007;6335;2.3434;3829;1822;;0.7452;1333;;684;4703;9.2761;;0.1422;0.2781;585;585;684;684;34.1885;50248;1333;4496;19160;0.1356;751;42470;30734;2.3607;40.035;3461;74947;;4.8681;-6974;;
DTE GR Equity;30/03/2018;1.0715;4.48E-05;4.152;0.849;129199.17;5762.625;;;;;;;;;;;;;;;;63232.1702;;;5.9342;;;;;;;;;;;;;;;;;;;;;;;;13.28;;;BBB+ *-;
DTE GR Equity;31/03/2018;;;;;;;6.7661;9439;21706;26223;1819;47634;46576;4742.4586;8849;138025;-2330;6536;2.6213;4296;1966;;0.8277;992;;2171;5268;12.4834;;0.1453;0.21;490;490;2171;2171;34.5111;49947;992;7879;17924;0.1299;768;43691;32088;2.4268;40.9223;3706;74225;;4.9267;-4517;;
DTE GR Equity;29/06/2018;0.9976;4.13E-05;4.138;0.817;128185.274;5413.818;;;;;;;;;;;;;;;;63136.941;;;5.2644;;;;;;;;;;;;;;;;;;;;;;;;13.26;;;BBB+ *-;
DTE GR Equity;30/06/2018;;;;;;;6.2459;9277;20213;23454;1571;53722;47844;4742.4586;6591;139749;-2215;5528;2.1059;4393;2178;;0.8618;495;;2353;5557;10.4652;;0.1399;0.1;591;591;2353;2353;38.4418;54785;495;5608;18367;0.1314;864;41403;29621;2.64;43.1581;3327;73702;;4.9736;-3241;;
DTE GR Equity;28/09/2018;0.9995;3.20E-05;4.241;0.812;131700.938;5548.182;;;;;;;;;;;;;;;;66065.238;;;5.8959;;;;;;;;;;;;;;;;;;;;;;;;13.875;;;BBB+ *-;
DTE GR Equity;30/09/2018;;;;;;;6.577;9322;19981;24184;1541;52907;49448;4742.4586;7206;142260;-2349;5147;1.5711;4854;2505;;0.8262;1110;;2530;5874;13.2297;;0.1409;0.23;508;508;2530;2530;37.1904;54966;1110;5742;19104;0.1343;902;43481;31191;2.8088;42.2557;3930;74555;;5.2311;-4203;;
DTE GR Equity;31/12/2018;0.9626;2.76E-05;4.179;0.805;132609.038;5601.429;6.5171;12220;21870;29144;1790;51107;50631;4742.459;10093;145375;-2245;6375;2.5307;4405;2160;70564.8164;0.7504;-431;3.0304;947;5138;12.2043;;0.1439;-0.0909;505;505;947;947;35.1553;54825;-431;4289;20261;0.1394;850;43437;30907;2.8026;42.098;2166;75656;14.82;5.3534;-7274;BBB+ *-;
DTE GR Equity;29/03/2019;0.7087;2.33E-05;4.034;0.804;135006.634;5551.846;;;;;;;;;;;;;;;;70564.8164;;;2.8955;;;;;;;;;;;;;;;;;;;;;;;;14.82;;;BBB+ *-;
DTE GR Equity;31/03/2019;;;;;;;6.129;10609;24693;37365;2015;65238;65594;4731.7889;18269;165472;-2797;8421;3.713;6010;3213;;0.6609;900;;2258;6462;10.7164;;0.1204;0.19;686;686;2258;2258;39.4254;75086;900;6038;19488;0.1178;;42762;29001;3.6259;50.4659;2074;77220;;3.7405;-12672;;
DTE GR Equity;28/06/2019;0.7361;3.53E-06;4;0.788;157464.262;5348.4;;;;;;;;;;;;;;;;72412.2623;;;3.4792;;;;;;;;;;;;;;;;;;;;;;;;15.208;;;BBB+ *-;
DTE GR Equity;30/06/2019;;;;;;;6.1038;10006;21801;35063;1702;65320;66668;4732.7889;16600;164214;-2391;6081;2.3713;5584;3193;;0.6218;944;;2350;6701;11.3769;;0.1351;0.2;665;665;2350;2350;39.7774;75839;944;5755;19664;0.1197;;42690;28888;3.3886;49.8861;2523;78517;;3.327;-13262;;
DTE GR Equity;30/09/2019;0.7624;3.21E-06;4;0.765;140046.327;4942.647;6.4391;9283;24563;35249;1598;71092;68456;4732.7889;16905;174327;-2417;9075;3.7063;5923;3506;73240.7561;0.6968;1368;3.8299;3058;7314;12.3756;;0.1372;0.29;681;681;3058;3058;40.7808;78922;1368;5997;20017;0.1148;;45137;30475;3.4354;50.4781;2781;79430;15.382;2.9685;-10686;BBB+ *-;
DTE GR Equity;31/12/2019;0.8526;4.62E-06;3.964;0.687;149259.634;5161.5;6.6858;11091;24689;32913;1568;73175;67547;4742.459;14344;170672;-2377;8558;3.1599;5558;3181;69374.4517;0.7501;654;5.6135;1791;6643;11.4732;;0.1496;0.1379;679;679;1791;1791;42.8746;78961;654;4513;21361;0.1252;;46231;31707;3.2271;51.2791;3866;80530;14.57;3.4463;-8224;BBB+ *-;
DTE GY Equity;31/12/1999;;0.00036274;;;;;11.4493;;12042;20683;1046;33414;59036;3029.605;8924;94623;-5974;2928;0.9279;2548;-3426;194802.6965;0.5822;1;;1561;4039;;;;;3049;3049;1561;1561;35.3128;39410;1;8906;9894;0.1046;;35675;34687;2.7647;44.7439;1253;35470;71;;-8641;AA-;
DTE GY Equity;31/03/2000;;0.000690822;;;;;12.4468;;18141;18554;;45214;;3029.605;;101477;;;;1028;;254961;0.9777;1960;;3097;5648;;;;0.65;;;3097;3097;44.5559;;1960;18554;9539;0.094;;37709;37709;2.6463;44.5559;2678;36746;84;;-413;A-;
DTE GY Equity;30/06/2000;;0.002886306;;;;;12.6558;;20003;21472;;49946;;3029.605;;109760;;;;3361;;180832.8057;0.9316;2387;;3135;5516;;;;0.7936;;;3135;3135;45.5047;;2387;21472;9674;0.0881;;38342;38342;2.6297;45.5047;4649;37925;59.8;6.3535;-1469;A-;
DTE GY Equity;29/09/2000;;0.0074629;;;;;;;;;;;;;;;;;;;;117843.7197;;;;;;;;;;;;;;;;;;;;;;;;;;;38.97;;;A-;
DTE GY Equity;30/09/2000;;;;;;;14.4019;;18365;20395;;62116;;3029.605;;126143;;;;2583;;;0.9005;4098;;3543;6569;;;;1.3466;;;3543;3543;49.2425;;4098;20395;10009;0.0793;;43632;43632;2.853;49.2425;8446;39116;;7.1805;-2030;;
DTE GY Equity;29/12/2000;;0.012920636;;;;;;;;;;;;;;;;;;;;97250.1631;;;6.0999;;;;;;;;;;;;;;;;;;;;;;;;32.1;;;A-;
DTE GY Equity;31/12/2000;;;;;;;12.6907;;17636;23921;1587;45145;54137;3026.9332;15212;124242;;4263;1.5236;3028;;;0.7373;-2519;;-10114;-5081;;;;-0.8322;;;-10114;-10114;36.3363;56094;-2519;8709;11717;0.0943;;42716;38414;4.7706;48.5802;5926;40939;;7.3917;-6285;;
DTE GY Equity;30/03/2001;;0.012059408;3.778;;;;;;;;;;;;;;;;;;;81041.8026;;;4.4482;;;;;;;;;;;;;;;;;;;;;;;;26.75;;;A-;
DTE GY Equity;31/03/2001;;;;;;;14.0898;;20464;;;;;3030;;126243;;;;1650;;;;-358;;1041;3622;;;;-0.1182;;;1041;1041;;;-358;;11082;0.0878;;42692;42692;;;3608;42482;;8.0996;;;
DTE GY Equity;29/06/2001;;0.004793678;3.744;;;;;;;;;;;;;;;;;;;113003.4826;;;1.4785;;;;;;;;;;;;;;;;;;;;;;;;26.92;;;A-;
DTE GY Equity;30/06/2001;;;;;;;16.788;;22344;;;;;4198;;177027;;;;3069;;;;9;;1485;4573;;;;0.0017;;;1485;1485;;;9;;11386;0.0643;;70476;70476;;;1230;44194;;8.7989;;;
DTE GY Equity;28/09/2001;;0.008522372;3.556;;;;;;;;;;;;;;;;;;;72201.3336;;;-6.4224;;;;;;;;;;;;;;;;;;;;;;;;17.2;;;A-;
DTE GY Equity;30/09/2001;;;;;;;15.8926;;18184;;;;;4198;;165646;;;;2440;;;;-655;;2162;5885;;;;-0.156;;;2162;2162;;;-655;;12525;0.0756;;66717;66717;;;-3523;46710;;10.1747;;;
DTE GY Equity;31/12/2001;0.8783;0.006053473;3.617;;;;14.5394;;17846;28901;1671;53679;58708;4195.0812;13352;164562;;3570;1.7428;4775;;81016.6127;0.6175;-2450;-7.014;-6256;-427;;;;-1.0812;;;-6256;-6256;32.6193;63461;-2450;15549;13316;0.0809;;66301;60994;4.9096;40.733;-3454;48309;19.3;7.3877;-11055;A-;
DTE GY Equity;29/03/2002;0.7677;0.005618426;3.694;;;;;;;;;;;;;;;;;;;72495.1762;;;-9.6442;;;;;;;;;;;;;;;;;;;;;;;;17.27;;;BBB+;
DTE GY Equity;31/03/2002;;;;;;;14.2393;;17200;26973;1754;70619;57939;4197.752;0;164426;-1770;2363;1.0363;2263;493;;0.6377;-1808;;72;3726;3.3811;;;-0.43;;;72;72;42.9488;68256;-1808;26973;12770;0.0777;;63147;59773;5.1333;42.9488;-4904;49997;;7.3109;-9773;;
DTE GY Equity;28/06/2002;;0.012157929;3.509;;;;;;;;;;;;;;;;;;;39853.27;;;-22.8129;;;;;;;;;;;;;;;;;;;;;;;;9.5;;;BBB+;
DTE GY Equity;30/06/2002;;;;;;;12.3566;;15812;26240;1624;66910;55877;4197.752;0;152105;-1669;2383;1.1873;4382;2713;;0.6026;-2083;;-451;3569;3.6381;;;-0.5;;;-451;-451;43.9893;64527;-2083;26240;12984;0.0854;;55200;51870;5.2466;43.9893;-6996;51595;;7.6785;-10428;;
DTE GY Equity;30/09/2002;-0.7672;0.01758129;3.377;;;;23.12;;13793;77206;1578;66544;55504;4197.752;66544;129820;-4889;2327;1.4381;10139;5250;35322.5825;0.1787;-20619;-82.3183;-21656;11697;12.3386;;;-4.92;;;-21656;-21656;51.2587;130761;-20619;10662;13423;0.1034;;100438;97052;7.1688;102.5173;-26960;52493;8.42;5.4647;-63413;BBB+;
DTE GY Equity;31/12/2002;-1.4648;0.035567416;3.382;;;;7.4852;;13566;29580;1556;52804;53955;4197.752;9876;125450;-1895;1947;1.3647;2324;429;51389.7429;0.4586;-77;-47.9184;667;4329;;;0.1418;-0.02;;;667;667;42.0917;60733;-77;15897;14512;0.1157;;35409;31421;2.6877;49.9641;-24587;53689;12.25;7.4029;-16014;BBB+;
DTE GY Equity;31/03/2003;-0.4913;0.016108369;3.755;;;;7.4547;;20533;23415;1512;62816;50354;4197.752;0;125529;-1048;7183;4.5862;3117;2069;42412.2695;0.8769;853;-51.8299;1586;4855;4.5932;;0.1665;0.2;;;1586;1586;50.041;55633;853;23415;13618;0.1085;;35330;31293;2.5692;50.041;-21926;54537;10.11;7.0089;-2882;BBB+;
DTE GY Equity;30/06/2003;;0.007296798;3.8;;;;7.3675;;20827;21890;1348;61248;48822;4197.752;0;122330;-959;8634;2.66;3143;2184;55752.6272;0.9514;256;-35.2144;1451;4663;5.3414;;0.1622;0.06;;;1451;1451;50.0678;52614;256;21890;13593;0.1111;;34943;30927;2.3977;50.0678;-19587;55146;13.29;5.9198;-1063;BBB+;
DTE GY Equity;30/09/2003;0.8276;0.002483606;4.043;;;;7.3775;;22445;22196;1308;59580;47831;4197.752;0;121198;-1159;10822;6.0546;4784;3625;52286.6867;1.0112;508;2.8939;1480;4645;5.2309;;0.1394;0.12;;;1480;1480;49.1592;48758;508;22196;14077;0.1161;;35124;30969;3.2219;49.1592;1540;55800;12.44;6.865;249;BBB+;
DTE GY Equity;31/12/2003;0.7521;0.000619912;4.213;;;;7.0874;;18615;32694;1432;42310;47268;4197.752;13105;116072;-2021;9293;7.4833;3272;1251;60870.6332;0.5694;-364;1.9986;912;4150;;;0.1647;-0.09;;;912;912;36.4515;46122;-364;15446;14550;0.1254;;33804;29751;3.026;47.7419;1253;55838;14.51;7.0332;-14079;BBB+;
DTE GY Equity;31/03/2004;0.9151;0.000426473;4.111;;;;9.83;;21500;29210;1078;45836;48521;4197.752;16797;140163;-1229;9013;6.4304;4304;3075;61371.1336;0.736;632;1.6416;2440;4630;4.0052;;0.1618;0.15;1249;1249;2440;2440;32.7019;53620;632;12413;13890;0.0991;;45670;41264;3.4627;44.6858;1032;56110;14.62;5.686;-7710;BBB+;
DTE GY Equity;30/06/2004;;0.000218966;4.175;;;;9.9687;;19516;29132;1210;41385;47891;4197.752;16785;132207;-1344;6305;4.769;2900;1556;60615.5382;0.6699;577;2.2161;2662;4998;5.5844;;0.1634;0.14;988;988;2662;2662;31.3032;51865;577;12347;14377;0.1087;;46262;41846;3.1575;43.9992;1353;56894;14.44;5.8785;-9616;BBB+;
DTE GY Equity;30/09/2004;1.12;0.000145335;4.357;;;;9.5784;;18108;28307;1395;38195;46844;4195.0811;16027;126560;-1262;5812;4.5923;3919;2657;62714.4142;0.6397;-1359;-0.7363;2824;5193;6.2793;;0.1575;-0.31;904;904;2824;2824;30.1794;48410;-1359;12280;14353;0.1134;;44676;40182;2.8582;42.8429;-514;57170;14.94;5.4983;-10199;BBB+;
DTE GY Equity;31/12/2004;1.1571;5.43E-05;4.317;;;;9.8683;;18745;32358;1154;38498;46294;4196.8788;12592;125290;-1531;8005;6.3892;5597;4066;69892.57;0.5793;3632;4.9249;2616;6414;15.9552;;0.2222;0.84;516;516;2616;2616;30.7271;43085;3632;13676;14733;0.1176;;45803;41416;2.4059;40.7774;3482;57353;16.65;5.9219;-13613;BBB+;
DTE GY Equity;31/03/2005;1.2636;1.25E-05;4.225;;;;10.3572;;19207;24977;1082;41396;48203;4197.854;12332;132588;-2468;6260;4.7214;2176;-292;64646.9517;0.769;1010;5.9091;2412;4970;5.4198;;0.1487;0.24;1069;1069;2412;2412;31.2215;47468;1010;12645;14376;0.1084;;47020;43478;2.4903;40.5225;3860;57839;15.4;6.1524;-5770;A-;
DTE GY Equity;30/06/2005;;8.66E-06;4.098;;;;10.3218;;15759;24547;903;40548;48376;4197.8999;11548;127465;-1415;5180;3.0675;3639;2224;64227.1663;0.642;1169;6.8627;2572;5182;11.1681;;0.1661;0.28;500;500;2572;2572;31.8111;46916;1169;7512;14743;0.1157;;46811;43330;2.3942;40.8708;4452;58205;15.3;6.4227;-8788;A-;
DTE GY Equity;30/09/2005;1.3836;5.36E-06;3.829;;;;10.6239;;15230;24154;1100;35863;47859;4195.1832;11340;124662;-1423;3371;2.7041;4267;2844;63555.5096;0.6305;2442;12.7477;2790;5380;7.9822;;0.1873;0.57;734;734;2790;2790;28.7682;43832;2442;12814;15056;0.1208;;48114;44569;2.1509;37.8648;8253;58908;15.14;6.779;-8924;A-;
DTE GY Equity;30/12/2005;1.2548;4.03E-06;3.744;;;;;;;;;;;;;;;;;;;59105.7844;;;9.375;;;;;;;;;;;;;;;;;;;;;;;;14.08;;;A-;
DTE GY Equity;31/12/2005;;;;;;;10.7402;;16668;24958;1097;36347;47806;4198.078;10374;128468;-2095;4975;3.8726;4916;2821;;0.6678;994;;3853;4738;8.5216;;0.1626;0.23;759;759;3853;3853;28.2926;41746;994;7695;15517;0.1208;200;48599;45088;2.3049;36.3678;5615;59692;;6.6674;-8290;;
DTE GY Equity;31/03/2006;1.3886;7.47E-06;3.837;;;;10.8643;;21025;24469;1094;38819;46837;4196.2188;10581;130928;-1816;9796;6.3722;2880;1064;58436.16;0.8593;1090;9.6264;2318;4888;7.4286;;0.1812;0.26;731;731;2318;2318;29.6491;39604;1090;8164;14842;0.1134;;49153;45589;2.447;37.7307;5695;60158;13.92;6.7796;-3444;A-;
DTE GY Equity;30/06/2006;;2.44E-05;3.659;;;;10.2953;;18659;23049;1289;37166;45821;4421.9385;10517;126839;-1670;7306;4.4679;2898;1228;52810.84;0.8095;1018;10.3339;2085;4749;7.8887;;0.1669;0.24;696;696;2085;2085;29.3017;40377;1018;6680;15130;0.1193;;48373;45525;2.4137;37.5933;5544;60545;12.58;6.4956;-4390;A-;
DTE GY Equity;29/09/2006;1.469;2.63E-05;2.927;;;;;;;;;;;;;;;;;;;55474.7006;;;9.4099;;;;;;;;;;;;;;;;;;;;;;;;12.54;;;A-;
DTE GY Equity;30/09/2006;;;;;;;10.9413;;15736;19205;1239;37579;45320;4397.1187;6569;124440;-1628;4218;1.5397;3563;1935;;0.8194;1955;;1989;4741;7.2826;;0.1596;0.45;730;730;1989;1989;30.1985;39930;1955;6823;15480;0.1244;;51096;48110;2.3095;35.4773;5057;60969;;6.6822;-3469;;
DTE GY Equity;29/12/2006;1.5191;1.75E-05;2.75;;;;;;;;;;;;;;;;;;;60882.16;;;5.4191;;;;;;;;;;;;;;;;;;;;;;;;13.84;;;A-;
DTE GY Equity;31/12/2006;;;;;;;10.6785;;15951;22088;1129;38799;45869;4361.119;7683;130160;-2064;2765;2.1243;4954;2890;;0.7222;-864;;-1167;1871;2.9746;;0.1531;-0.2;680;680;-1167;-1167;29.8087;43717;-864;7284;15895;0.1221;213;49670;46570;2.8606;35.7114;3199;61347;;6.8652;-6137;;
DTE GY Equity;30/03/2007;1.1591;6.01E-05;2.818;;;;;;;;;;;;;;;;;;;53991.3562;;;4.8465;;;;;;;;;;;;;;;;;;;;;;;;12.38;;;A-;
